index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
409,CHEMBL3666576,Cc1ncc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1,active,482.588,4.7491,2,6,6.151810883
410,CHEMBL3666577,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NC1CCNCC1,active,473.577,3.4019,3,5,6.37675071
411,CHEMBL3666578,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)N(C)CC1CCOC1,inactive,488.588,4.0286,1,5,4.301029996
412,CHEMBL3666579,Cc1cnc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC1CCOC1,inactive,433.512,3.1919,2,5,4.301029996
413,CHEMBL3666580,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nc1NC(=O)NC1CCOC1,inactive,433.512,3.1919,2,5,4.301029996
414,CHEMBL3666581,CC(C)CNc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)n(C)n2)cn1,inactive,485.592,4.02678,2,7,4.301029996
415,CHEMBL3666582,CC(C)Nc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)n(C)n2)cn1,intermediate,471.565,3.77918,2,7,5.052223292
416,CHEMBL3666583,CC(C)Nc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)n[nH]2)cn1,inactive,457.538,3.76878,3,6,4.301029996
417,CHEMBL3666584,CC(C)CNC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)n(C)n1,inactive,408.506,3.08908,2,5,4.873543887
418,CHEMBL3666585,CC(C)NC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)n(C)n1,inactive,394.479,2.84148,2,5,4.779891912
419,CHEMBL3666586,CC(C)NC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nn1C,inactive,394.479,2.84148,2,5,4.301029996
420,CHEMBL3666587,CC(C)CNc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)nn2C)cn1,inactive,485.592,4.02678,2,7,4.301029996
421,CHEMBL3666588,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,480.612,5.6168,1,4,7.602059991
422,CHEMBL3666589,CCc1cc(C)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,4.9117,1,4,7.187086643
423,CHEMBL3666590,CCc1cc(C)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)COCC2,active,454.574,4.9117,1,4,6.869666232
424,CHEMBL3666591,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)COCC2,active,472.564,4.9929,1,4,6.585026652
425,CHEMBL3666592,CCc1cc(CC)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,486.591,5.24688,1,4,7.301029996
426,CHEMBL3666593,CCc1cc(CC)c(-c2nc3c([nH]2)CN(C(C)=O)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,509.654,4.99758,1,4,7.397940009
427,CHEMBL3666594,CCc1cc(C)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)CN(C(C)=O)CC2,active,495.627,4.7436,1,4,7.455931956
428,CHEMBL3666595,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)CN(C(C)=O)CC2,active,513.617,4.8248,1,4,7.522878745
429,CHEMBL3666596,CCc1cc(C)c(-c2nc3c([nH]2)COCC3C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,468.601,5.4727,1,4,6.585026652
430,CHEMBL3666597,Cc1cc(C2CC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,466.585,5.2267,1,4,7.187086643
431,CHEMBL3666598,CCc1cc(C2CC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,480.612,5.48068,1,4,7.113509275
432,CHEMBL3666599,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C3CC3)[nH]c2C1,active,523.637,5.2785,1,5,7.346787486
433,CHEMBL3666600,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C3CC3)[nH]c2C1,active,507.638,5.0586,1,4,7.397940009
434,CHEMBL3666601,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,498.602,5.698,1,4,8
435,CHEMBL3666602,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,493.655,5.532,1,4,7.698970004
436,CHEMBL3666603,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,511.645,5.6132,1,4,7.397940009
437,CHEMBL3666604,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)CN(C)CC2,active,439.563,4.2645,1,4,6.838631998
438,CHEMBL3666605,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C3CCC3)[nH]c2C1,active,537.664,5.6686,1,5,7.698970004
439,CHEMBL3666606,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)c(C)cc3C3CCC3)[nH]c2C1,active,555.654,5.7498,1,5,8
440,CHEMBL3666607,CCc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C(=O)OC)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,537.664,5.53248,1,5,7.455931956
441,CHEMBL3666608,CCc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,493.655,5.39588,1,4,7.455931956
442,CHEMBL3666609,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(-c4nc5c([nH]4)COCC5)c3)CC2)cc1,active,466.585,5.30838,1,4,7.187086643
443,CHEMBL3666610,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(-c4nc5c([nH]4)COCC5)c3)CC2)cc1,active,484.575,5.38958,1,4,7.48148606
444,CHEMBL3666611,CC1COCc2[nH]c(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)nc21,active,498.602,5.95058,1,4,7.397940009
445,CHEMBL3666612,CC1COCc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CC3)nc21,active,466.585,5.47928,1,4,7.259637311
446,CHEMBL3666613,CN1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,479.628,5.22358,1,4,7.698970004
447,CHEMBL3666614,CN1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,497.618,5.30478,1,4,7.301029996
448,CHEMBL3666615,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,523.637,5.36018,1,5,8
449,CHEMBL3666616,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,541.627,5.44138,1,5,7.698970004
450,CHEMBL3666617,CCOC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,537.664,5.75028,1,5,7.301029996
451,CHEMBL3666618,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CC3)[nH]c2C1,active,509.61,4.97008,1,5,7.698970004
452,CHEMBL3666619,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C2COC2)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,495.627,4.34192,1,5,6.756961951
453,CHEMBL3666620,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C2CC2)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,479.628,5.10552,1,4,6.782516056
454,CHEMBL3666621,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,453.59,4.57292,1,4,7.124938737
455,CHEMBL3666622,CCN1CCc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2C1,active,467.617,4.96302,1,4,7.22184875
456,CHEMBL3666623,Cc1cc(C)c(-c2nc3c([nH]2)CCN(CCF)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,485.607,4.91262,1,4,7.096910013
457,CHEMBL3666624,Cc1cc(C)c(-c2nc3c([nH]2)CCN(CCF)C3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,503.597,4.99382,1,4,7.397940009
458,CHEMBL3666625,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2CC1,active,495.627,4.53212,1,4,7.22184875
459,CHEMBL3666626,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2CC1,active,511.626,4.75202,1,5,7.455931956
460,CHEMBL3666627,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C(C)C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,495.671,5.39402,1,4,7.602059991
461,CHEMBL3666628,Cc1cc(C)c(-c2nc3c([nH]2)CN(C(C)C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,481.644,5.35152,1,4,7.187086643
462,CHEMBL3666629,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C(C)C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,507.682,5.9205,1,4,7.397940009
463,CHEMBL3666630,Cc1cc(C)c(-c2nc3c([nH]2)CCOCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,4.70022,1,4,6.327902142
464,CHEMBL3666631,Cc1cc(C)c(-c2nc3c([nH]2)CCCOC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,5.04782,1,4,6.437707136
465,CHEMBL3666632,Cc1cc(C)c(-c2nc3c([nH]2)CCN(CCF)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,499.634,4.95512,1,4,7.397940009
466,CHEMBL3666633,CN1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2CC1,active,511.645,5.34728,1,4,7.301029996
467,CHEMBL3666634,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,525.672,5.6557,1,4,7.22184875
468,CHEMBL3666635,CN1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2CC1,active,493.655,5.26608,1,4,6.958607315
469,CHEMBL3666636,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,507.682,5.5745,1,4,7.301029996
470,CHEMBL3666637,CCc1cc(Cl)c(NC(=O)NC[C@H]2CCCO2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,513.013,5.17558,2,4,6.853871964
471,CHEMBL3639655,CCc1cc(Cl)c(NC(=O)NC[C@H]2CCCO2)cc1C(=O)N1CCC(F)(c2ccc(F)cc2)CC1,inactive,505.993,5.443,2,3,4.903785415
472,CHEMBL3666638,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)N[C@@H]4CCOC4)c3)CC2)cc1,active,490.579,4.83718,2,4,7.22184875
473,CHEMBL3666639,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)N[C@H]4CCOC4)c3)CC2)cc1,active,490.579,4.83718,2,4,7.397940009
474,CHEMBL3666640,CCc1cc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)n[nH]1,active,452.602,6.1065,1,3,6.30980392
475,CHEMBL3666641,Cc1cc(C2CCC2)c(-c2cn[nH]n2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,425.536,4.9391,1,4,6.408935393
476,CHEMBL3666642,Cc1cc(C)c(-c2nc3c(s2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,457.599,5.39112,0,5,4.974284616
477,CHEMBL3666643,Cc1cc(C)c(-c2nc3c([nH]2)COCC3(C)C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,468.601,5.39282,1,4,6.869666232
478,CHEMBL3666644,Cc1cc(C)c(-c2nc3c([nH]2)COCC3C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,5.21872,1,4,6.978810701
479,CHEMBL3666645,CC(=O)N1Cc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2C(C)(C)C1,active,509.654,5.22472,1,4,7.15490196
480,CHEMBL3666646,Cc1cc(C)c(-c2nc3c([nH]2)CN(C(C)C)CC3(C)C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,509.698,6.08662,1,4,6.886056648
481,CHEMBL3666647,COC(=O)N1Cc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2CC1C,active,511.626,5.09802,1,5,7.15490196
482,CHEMBL3666648,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1C,active,511.626,5.27052,1,5,7.113509275
483,CHEMBL3666649,Cc1cc(C)c(-c2nc3c([nH]2)CN(C)C(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,467.617,4.96142,1,4,6.886056648
484,CHEMBL3666650,Cc1cc(C)c(-c2nc3c([nH]2)C(C)N(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,467.617,5.13392,1,4,6.869666232
485,CHEMBL3666651,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1C,active,495.627,5.05062,1,4,7.096910013
486,CHEMBL3666652,CC(=O)N1Cc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2C2(CC2)C1,active,507.638,4.97872,1,4,6.886056648
487,CHEMBL3666653,COC1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1,active,468.601,5.08872,1,4,6.508638306
488,CHEMBL3666654,Cc1cc(C)c(-c2nc3c([nH]2)CC(O)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,4.43462,2,4,7.045757491
489,CHEMBL3666655,COC1Cc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2C1,active,454.574,4.69862,1,4,6.978810701
490,CHEMBL3666656,Cc1cc(C)c(-c2nc3c([nH]2)COC(C)(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,468.601,5.43632,1,4,6.107905397
491,CHEMBL3666657,Cc1cc(C)c(-c2nc3c([nH]2)C(C)OCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,5.21872,1,4,6.356547324
492,CHEMBL3666658,Cc1cc(C)c(-c2nc3c([nH]2)COC(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.574,5.04622,1,4,7.187086643
493,CHEMBL3666659,Cc1cc(C)c(-c2nc3c([nH]2)CC(C#N)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,449.558,4.8234,1,4,7.301029996
494,CHEMBL3666660,Cc1cc(C)c(-c2nc3c([nH]2)COC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,426.52,4.61522,1,4,4.460046158
495,CHEMBL3666661,Cc1cc(F)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,intermediate,444.51,4.4884,1,4,5.742321425
496,CHEMBL3666662,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3Cl)[nH]c2C1,active,502.018,4.8346,1,4,6.769551079
497,CHEMBL3666663,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(F)cc5)CC4)c(C)cc3Cl)[nH]c2C1,intermediate,494.998,5.10202,1,3,5.677780705
498,CHEMBL3666664,CCc1cc(F)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,intermediate,476.527,4.82358,1,4,5.946921557
499,CHEMBL3666665,Cc1cc(Cl)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,478.955,5.0839,1,4,6.346787486
500,CHEMBL3666666,CCc1cc(Cl)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,492.982,5.33788,1,4,6.638272164
501,CHEMBL3666667,CCc1cc(Cl)c(-c2nc3c([nH]2)CN(C(C)=O)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,516.045,5.08858,1,4,6.958607315
502,CHEMBL3666668,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NC[C@H]1CCCO1,active,474.561,3.8289,2,5,6.744727495
503,CHEMBL3666669,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC1COC1,active,436.487,3.488,2,4,7.301029996
504,CHEMBL3666670,COCCc1nnc(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2C)[nH]1,inactive,429.524,3.8605,1,5,4.301029996
505,CHEMBL3666671,COCc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,487.579,5.1667,1,5,6.886056648
506,CHEMBL3666672,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CC2)[nH]1,active,455.562,4.6954,1,5,6.37675071
507,CHEMBL3666673,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C(F)F)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,464.56,6.31344,1,3,6.958607315
508,CHEMBL3661754,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,439.563,5.24752,1,4,6.744727495
509,CHEMBL3666674,COCc1nnc(-c2ccc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,inactive,415.497,3.818,1,5,4.672845488
510,CHEMBL3666675,COCc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,454.574,5.38208,1,4,6.619788758
511,CHEMBL3666676,Cc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,442.538,5.6253,1,3,7
512,CHEMBL3666677,Cc1cc(C2CCC2)c(-c2nnc(CCO)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,487.579,4.5551,2,5,7.15490196
513,CHEMBL3666678,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCCC2)[nH]1,active,454.578,4.58022,1,5,6.886056648
514,CHEMBL3666679,CS(=O)(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C1CCC1,active,437.565,4.21708,1,4,6.26760624
515,CHEMBL3666680,CC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C1CCC1,active,401.51,4.80398,1,3,6.420216403
516,CHEMBL3666681,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)N[C@H]4CCOC4)c3)CC2)cc1,active,472.589,4.75598,2,4,7.522878745
517,CHEMBL3666682,COCc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,472.564,5.46328,1,4,6.744727495
518,CHEMBL3666683,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)O[C@@H]4CCOC4)c3)CC2)cc1,active,473.573,5.18298,1,5,7.045757491
519,CHEMBL3666684,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)O[C@H]4CCOC4)c3)CC2)cc1,active,473.573,5.18298,1,5,7.15490196
520,CHEMBL3666685,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)NC[C@H]4CCCO4)c3)CC2)cc1,active,486.616,5.14608,2,4,7.522878745
521,CHEMBL3666686,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)NC[C@@H]4CCCO4)c3)CC2)cc1,active,486.616,5.14608,2,4,7.045757491
522,CHEMBL3671586,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2S(C)(=O)=O)[nH]1,inactive,463.563,3.38352,1,6,4.301029996
523,CHEMBL3893984,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,412.537,5.20186,1,3,7.619788758
524,CHEMBL3959472,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,442.563,5.03984,1,4,7.387216143
525,CHEMBL3934732,Cc1cc(C)c(-c2[nH]c(CO)nc2C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,428.536,4.38574,2,4,7.494850022
526,CHEMBL3970537,COCc1nc(C2CC2)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,454.574,5.3004,1,4,7.27572413
527,CHEMBL3905299,Cc1nc(C)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,370.456,4.11324,1,3,8
528,CHEMBL3981901,Cc1cc(C2CCC2)c(C(N)=O)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,373.456,3.4727,1,3,6.978810701
529,CHEMBL3975955,Cc1nc(Cl)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,390.874,4.45822,1,3,8.22184875
530,CHEMBL3946637,Cc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,411.509,4.46732,1,4,7.397940009
531,CHEMBL3930059,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,468.601,5.6905,1,4,7.602059991
532,CHEMBL3963875,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CC2)[nH]1,active,454.574,5.3004,1,4,7.568636236
533,CHEMBL3894295,COCc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,428.536,4.73142,1,4,7.443697499
534,CHEMBL3914523,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CO)nc1C,active,414.509,4.07732,2,4,7.443697499
535,CHEMBL3915660,Cc1nc(Cl)c(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,436.918,5.31962,1,3,8.22184875
536,CHEMBL3953567,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C#N)nc1C,active,381.439,3.6765,1,4,7.568636236
537,CHEMBL3905229,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C#N)nc1C,active,409.493,4.4567,1,4,7.585026652
538,CHEMBL3893117,Cc1nc(C#N)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,409.493,4.4567,1,4,7.744727495
539,CHEMBL3922349,CCc1nc(COC)[nH]c1-c1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)ccc1C,active,442.563,4.9854,1,4,7.346787486
540,CHEMBL3894320,Cc1nc(C)c(-c2ccc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,active,398.51,4.89344,1,3,6.26760624
541,CHEMBL3981007,CCc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(COC)nc1C,active,442.563,4.9854,1,4,7.522878745
542,CHEMBL3907415,COCc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C)nc1C,active,428.536,4.73142,1,4,6.782516056
543,CHEMBL3971921,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]cnc1C,active,384.483,4.58502,1,3,6.684029655
544,CHEMBL3943160,Cc1nc(C)c(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,intermediate,384.483,4.58502,1,3,5.772113295
545,CHEMBL3958510,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CCO)nc1C,active,428.536,4.11982,2,4,7.537602002
546,CHEMBL3892973,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CCN(C)C)nc1C,active,455.606,4.68912,1,4,7.387216143
547,CHEMBL3981989,Cc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,384.483,4.58502,1,3,6.610833916
548,CHEMBL3927497,COCc1nc(Cl)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,448.954,5.0764,1,4,8.045757491
549,CHEMBL3970635,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1Cl,active,406.873,3.6421,2,4,7.318758763
550,CHEMBL3911196,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CO)nc1Cl,active,434.927,4.4223,2,4,7.619788758
551,CHEMBL3971732,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CO)nc1Cl,active,424.863,3.7233,2,4,7.795880017
