level_0,index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
221,221,CHEMBL3661777,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3C)c(C)cc2C2CCC2)[nH]1,intermediate,467.61700000000025,5.890000000000006,1,4,5.2225731776106885
222,222,CHEMBL3661778,COCCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2Cl)[nH]1,intermediate,463.96900000000016,4.513900000000004,1,5,5.675717544702307
223,223,CHEMBL3661779,CCc1cc(Cl)c(-c2nnc(CCOC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,477.9960000000003,4.767880000000004,1,5,6.255707016877324
224,224,CHEMBL3661780,CCc1cc(Cl)c(-c2nnc(C3CCOC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,intermediate,490.0070000000003,5.082880000000005,1,5,5.8996294548824375
225,225,CHEMBL3661781,CCc1cc(F)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nnc(CCOC)[nH]1,intermediate,461.5410000000003,4.253580000000003,1,5,5.08460016478773
226,226,CHEMBL3661782,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3C)c(CC)cc2C2CCC2)[nH]1,active,481.6440000000003,6.143980000000006,1,4,6.939302159646388
227,227,CHEMBL3661783,CCc1cc(C2CC2)c(-c2nnc(CCOC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,483.6160000000003,4.9918800000000045,1,5,6.838631997765025
228,228,CHEMBL3661784,CCc1cc(C2CC2)c(-c2nnc(COC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,469.58900000000034,4.949380000000004,1,5,6.769551078621726
229,229,CHEMBL3661785,CCc1cc(C2CCC2)c(-c2nnc(COC)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,501.60600000000034,5.420680000000005,1,5,7.070581074285707
230,230,CHEMBL3661786,CCc1cc(C2CCC2)c(-c2nnc(COC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,483.6160000000003,5.339480000000005,1,5,7.096910013008056
231,231,CHEMBL3639606,CCc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(CC)cc2C2CCC2)[nH]1,active,485.6070000000003,5.836680000000006,1,4,7.259637310505756
232,232,CHEMBL3661787,CCc1cc(C2CCC2)c(-c2nnc(CCOC)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,515.6330000000003,5.463180000000006,1,5,7.187086643357144
233,233,CHEMBL3661788,CCc1cc(C2CCC2)c(-c2nnc(CCOC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,497.6430000000003,5.381980000000005,1,5,7.154901959985743
234,234,CHEMBL3661789,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2CC2CCC2)[nH]1,active,467.6170000000003,5.576600000000005,1,4,6.568636235841013
235,235,CHEMBL3661790,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C3CC3)cc2C)[nH]1,intermediate,455.5620000000003,4.695400000000004,1,5,5.295849483160201
236,236,CHEMBL3661791,CCc1cc(C)c(-c2nnc(CCOC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,457.57800000000026,4.422900000000004,1,5,6.698970004336019
237,237,CHEMBL3661792,CCc1cc(C)c(-c2nnc(C3CCOC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,469.5890000000003,4.737900000000004,1,5,6.522878745280337
238,238,CHEMBL3661793,CCc1cc(C)c(-c2nnc(C(C)COC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,471.6050000000003,4.983900000000005,1,5,6.356547323513812
239,239,CHEMBL3661794,CCc1cc(C)c(-c2nnc(COC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,443.5510000000003,4.380400000000003,1,5,6.3979400086720375
240,240,CHEMBL3661795,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C3CCC3)cc2C)[nH]1,inactive,469.58900000000034,5.085500000000005,1,5,4.301029995663981
241,241,CHEMBL3661796,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C(C)C)cc2C)[nH]1,inactive,457.57800000000026,4.941400000000004,1,5,4.301029995663981
242,242,CHEMBL3661797,CCCc1cc(C)c(-c2nnc(COC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,457.57800000000026,4.770500000000005,1,5,4.954481437115507
243,243,CHEMBL3661798,COCCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C(C)C)[nH]1,active,471.60500000000025,4.983900000000005,1,5,6.151810883008602
244,244,CHEMBL3661799,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C(C)C)[nH]1,intermediate,457.57800000000026,4.941400000000004,1,5,5.97469413473523
245,245,CHEMBL3661800,COCCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C(C)C)[nH]1,inactive,457.5780000000002,4.675480000000004,1,5,4.869023308394383
246,246,CHEMBL3661801,COCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C(C)C)[nH]1,inactive,443.5510000000002,4.632980000000004,1,5,4.6356366453842694
247,247,CHEMBL3661802,Cc1cc(C2CCC2)c(-c2nnc[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,425.5360000000003,4.939100000000004,1,4,7.259637310505756
248,248,CHEMBL3661803,Cc1cc(C2CCC2)c(-c2nnc[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,443.5260000000003,5.020300000000004,1,4,7.346787486224656
249,249,CHEMBL3661804,CCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(CC)cc2CC)[nH]1,active,457.5780000000003,4.886680000000005,1,5,6.709965388637482
250,250,CHEMBL3661805,CCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,429.5240000000002,4.378720000000003,1,5,6.657577319177793
251,251,CHEMBL3661806,COCCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,459.55000000000024,4.005220000000003,1,6,6.494850021680094
252,252,CHEMBL3661807,Cc1cc(C)c(-c2nnc(OC3CCOC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,471.5610000000003,4.147720000000003,1,6,6.522878745280337
253,253,CHEMBL3661808,CCc1cc(CC)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,443.5510000000003,4.496580000000003,1,5,7.0
254,254,CHEMBL3661809,CCc1cc(CC)c(-c2nnc(CCOC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,471.6050000000003,4.676880000000004,1,5,6.978810700930062
255,255,CHEMBL3661810,CCc1cc(CC)c(-c2nnc(C3CCOC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,483.6160000000003,4.9918800000000045,1,5,6.508638306165727
256,256,CHEMBL3661811,CCc1cc(C)c(-c2nnc(N3CCOCC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,484.60400000000027,4.070600000000003,1,6,6.080921907623926
257,257,CHEMBL3661812,COCCN(C)c1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,intermediate,472.59300000000025,4.0626200000000035,1,6,5.1432711096171175
258,258,CHEMBL3661813,Cc1cc(C)c(-c2nnc(N3CCOCC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,470.57700000000034,3.816620000000003,1,6,6.102372908709558
259,259,CHEMBL3661814,Cc1cc(C)c(-c2nnc(N3CCCC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,454.57800000000026,4.580220000000004,1,5,4.541211118289155
260,260,CHEMBL3661815,CCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(CC)cc2C2CCC2)[nH]1,active,483.6160000000004,5.591780000000005,1,5,7.096910013008056
261,261,CHEMBL3661816,CCc1cc(C2CCC2)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,469.58900000000034,5.201680000000005,1,5,7.045757490560675
262,262,CHEMBL3661817,CCc1cc(C2CCC2)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,487.57900000000035,5.282880000000005,1,5,7.0
263,263,CHEMBL3661818,CCOc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(CC)cc2C2CCC2)[nH]1,active,501.60600000000034,5.672980000000006,1,5,6.769551078621726
264,264,CHEMBL3661819,CCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,469.58900000000034,5.337800000000005,1,5,7.070581074285707
265,265,CHEMBL3661820,CCOc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,487.5790000000003,5.419000000000005,1,5,7.259637310505756
266,266,CHEMBL3661821,CCOc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C(F)(F)F)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,530.5660000000001,6.566120000000006,1,4,6.6020599913279625
267,267,CHEMBL3661822,COc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,455.5620000000003,4.947700000000004,1,5,7.187086643357144
268,268,CHEMBL3661823,COc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,473.5520000000003,5.028900000000005,1,5,7.522878745280337
269,269,CHEMBL3661824,COc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C(F)(F)F)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,498.54900000000026,6.094820000000006,1,4,6.795880017344075
270,270,CHEMBL3661825,COc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C(F)(F)F)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,516.5390000000003,6.176020000000005,1,4,6.853871964321762
271,271,CHEMBL3661826,CCc1cc(C2CC2)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,473.5520000000003,4.892780000000005,1,5,7.259637310505756
272,272,CHEMBL3661827,CCOc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(CC)cc2C2CC2)[nH]1,active,487.5790000000003,5.282880000000005,1,5,7.154901959985743
273,273,CHEMBL3661828,CCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(CC)cc2C2CC2)[nH]1,active,469.58900000000034,5.201680000000005,1,5,6.958607314841775
274,274,CHEMBL3661829,CCc1cc(C2CC2)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,455.5620000000003,4.811580000000005,1,5,7.045757490560675
275,275,CHEMBL3661830,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)o1,inactive,454.5740000000003,5.766400000000006,0,5,4.508778423760717
276,276,CHEMBL3661831,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CC(F)(F)C2)[nH]1,active,489.5700000000002,5.746700000000006,1,4,6.522878745280337
277,277,CHEMBL3661832,Cc1cc(C)c(-c2ncc(C(=O)N(C)C)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,455.5620000000003,4.286820000000003,1,4,6.187086643357144
278,278,CHEMBL3661833,Cc1cc(C)c(-c2ncc(C(=O)N3CCOCC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,intermediate,497.5990000000003,4.057420000000003,1,5,5.787812395596042
279,279,CHEMBL3661834,Cc1cc(C2CCC2)c(C(=O)O)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,402.4940000000002,4.852200000000004,1,3,4.301029995663981
280,280,CHEMBL3661835,CCc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,452.60200000000026,6.106500000000006,1,3,7.522878745280337
281,281,CHEMBL3661836,Cc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,456.5650000000003,5.933720000000005,1,3,7.221848749616356
282,282,CHEMBL3661837,COCCc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,500.61800000000034,5.814200000000006,1,4,7.096910013008056
283,283,CHEMBL3661838,COCCc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,482.6280000000003,5.733000000000006,1,4,7.0
284,284,CHEMBL3661839,COCc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,486.5910000000003,5.771700000000005,1,4,7.301029995663981
285,285,CHEMBL3661840,COCc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,468.6010000000003,5.690500000000005,1,4,7.301029995663981
286,286,CHEMBL3661841,Cc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,424.54800000000023,5.544100000000006,1,3,6.920818753952375
287,287,CHEMBL3661842,Cc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,438.5750000000003,5.8525200000000055,1,3,7.301029995663981
288,288,CHEMBL3661843,COCCc1ncc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,486.5910000000003,5.505780000000005,1,4,6.920818753952375
289,289,CHEMBL3661844,COCCc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C2CCC2)[nH]1,active,468.6010000000003,5.424580000000005,1,4,6.657577319177793
290,290,CHEMBL3661845,CCc1cnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,452.60200000000026,6.106500000000006,1,3,7.698970004336019
291,291,CHEMBL3661846,COCc1cnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,468.6010000000003,5.690500000000005,1,4,7.301029995663981
292,292,CHEMBL3661847,COCc1cnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,486.5910000000003,5.771700000000005,1,4,7.698970004336019
293,293,CHEMBL3661848,COCc1[nH]c(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)nc1C,active,500.61800000000034,6.080120000000006,1,4,7.221848749616356
294,294,CHEMBL3661849,Cc1cc(C2CCC2)c(-c2nc(C)c(C)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,452.6020000000003,6.160940000000006,1,3,7.154901959985743
295,295,CHEMBL3666466,Cc1cnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,438.5750000000003,5.8525200000000055,1,3,7.522878745280337
296,296,CHEMBL3666467,Cc1cc(C2CCC2)c(-c2ncc(C(F)(F)F)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,492.54500000000036,6.562900000000006,1,3,6.236572006437063
297,297,CHEMBL3666468,Cc1cc(C2CCC2)c(-c2ncc(Cl)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,458.99300000000034,6.197500000000006,1,3,6.7447274948966935
298,298,CHEMBL3666469,Cc1cc(C2CCC2)c(-c2ncc(C#N)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,449.55800000000033,5.415780000000005,1,4,7.045757490560675
299,299,CHEMBL3666470,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)c(C)cc1C1CCC1,active,415.53700000000026,4.513600000000004,1,3,7.045757490560675
300,300,CHEMBL3666471,COCCNC(=O)c1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)c(C)cc1C1CCC1,active,459.5900000000003,4.530200000000004,1,4,6.3872161432802645
301,301,CHEMBL3666472,CCNC(=O)c1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)c(C)cc1C1CCC1,active,429.56400000000025,4.903700000000005,1,3,7.045757490560675
302,302,CHEMBL3666473,Cc1cc(C)c(-c2ncc([C@@H]3CCCO3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.57400000000024,5.436520000000005,1,4,6.236572006437063
303,303,CHEMBL3661762,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,453.59000000000026,5.501500000000005,1,4,6.823908740944319
304,304,CHEMBL3666474,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2SC)[nH]1,intermediate,445.59200000000016,4.955900000000004,1,5,5.876148359032914
305,305,CHEMBL3666475,COc1ccc(C2CCN(C(=O)c3ccc(C)c(C(=O)Nc4ccc(N5CCCC5)nc4)c3)CC2)cc1,intermediate,498.6270000000003,5.270920000000005,1,5,5.455931955649724
306,306,CHEMBL3666476,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)NCC1CCCO1,inactive,431.53600000000034,3.795300000000002,1,4,4.662540738709344
307,307,CHEMBL3666477,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)NC1CCOC1,intermediate,417.5090000000003,3.4052000000000016,1,4,5.272214825817094
308,308,CHEMBL3666478,N#Cc1ccc(C2CCN(C(=O)c3cccc(C(=O)Nc4ccc(N5CCCC5)nc4)c3)CC2)cc1,active,479.5840000000003,4.825580000000004,1,5,6.6020599913279625
309,309,CHEMBL3666479,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)NCC1CCNCC1,inactive,444.57900000000035,3.6159000000000017,2,4,4.301029995663981
310,310,CHEMBL3666480,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)NCC1CCN(C)CC1,inactive,458.6060000000004,3.9581000000000026,1,4,4.301029995663981
311,311,CHEMBL3666481,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)NCC1CCOC1,inactive,431.53600000000034,3.652800000000002,1,4,4.301029995663981
312,312,CHEMBL3666482,Cc1ccc(C(=O)N2CCC(c3ccncc3)CC2)cc1C(=O)Nc1ccc(N2CCCC2)nc1,inactive,469.5890000000003,4.657320000000004,1,5,4.519131076312832
313,313,CHEMBL3666483,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)Nc1ccc(N(C)CCO)nc1,active,497.59900000000033,3.9623000000000026,2,6,6.4089353929735005
314,314,CHEMBL3666484,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)Nc1ccc(N2CC(O)C2)nc1,intermediate,495.5830000000003,3.7147000000000014,2,6,5.8696662315049934
315,315,CHEMBL3666485,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1C(=O)Nc1ccc(N2CCN(C)CC2)nc1,intermediate,522.6530000000005,4.285600000000003,1,6,5.703334809738469
316,316,CHEMBL2322367,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2cc(N3CCN(C)CC3)ncc2[nH]1,active,519.6530000000005,4.5766000000000036,1,6,6.2839966563652006
317,317,CHEMBL2322366,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2cc(N3CC(O)C3)ncc2[nH]1,active,492.5830000000003,4.005700000000003,2,6,6.522878745280337
318,318,CHEMBL3666486,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2cc(N(C)CCO)ncc2[nH]1,active,494.59900000000033,4.253300000000003,2,6,7.221848749616356
319,319,CHEMBL3666487,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nnc(C(C)C)[nH]1,intermediate,413.5250000000002,4.7950000000000035,1,4,5.629857152948898
320,320,CHEMBL3666488,CCc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,intermediate,399.4980000000001,4.234000000000003,1,4,5.648783654660658
321,321,CHEMBL3666489,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nnc(N[C@H]2CCOC2)[nH]1,intermediate,456.5500000000003,3.8724000000000016,2,6,5.042871802323186
322,322,CHEMBL3666490,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nnc(N[C@@H]2CCOC2)[nH]1,inactive,456.5500000000003,3.8724000000000016,2,6,4.932557157223619
323,323,CHEMBL3666491,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1nnc(N[C@@H]2CCOC2)[nH]1,intermediate,474.5400000000003,3.9536000000000024,2,6,5.756961951313706
324,324,CHEMBL3666492,Cc1cc(C)c(-c2nnc(NC3CCOC3)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,470.57700000000034,4.180820000000002,2,6,6.481486060122113
325,325,CHEMBL3666493,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nnc(-c2ccncc2)o1,active,464.5290000000002,5.075100000000004,1,7,6.154901959985743
326,326,CHEMBL3666494,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nc2cnccc2[nH]1,inactive,436.5190000000002,4.901400000000003,2,5,4.373659632624958
327,327,CHEMBL3666495,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nnc(C(C)C)[nH]1,inactive,428.5400000000002,4.8716000000000035,2,5,4.5215778122599195
328,328,CHEMBL3666496,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nnc(-c2cccnc2)o1,active,464.5290000000002,5.075100000000004,1,7,6.0
329,329,CHEMBL3666497,CCc1nnc(Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)o1,intermediate,415.4970000000002,4.5755000000000035,1,6,5.997833938243493
330,330,CHEMBL3666498,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nc2ncccc2[nH]1,inactive,436.5190000000002,4.901400000000003,2,5,4.301029995663981
331,331,CHEMBL3666499,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1ncc[nH]1,inactive,385.4710000000001,4.353200000000003,2,4,4.301029995663981
332,332,CHEMBL3666500,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nc2nc(N(C)C)ccc2[nH]1,inactive,479.58800000000025,4.967400000000004,2,6,4.301029995663981
333,333,CHEMBL3666501,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1nc2nc(NC(C)C)ccc2[nH]1,inactive,493.61500000000024,5.721700000000005,3,6,4.485014189505963
334,334,CHEMBL3666502,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1cncc(C(=O)NC(C)C)c1,active,481.60000000000025,5.163300000000004,2,5,6.327902142064283
335,335,CHEMBL3666503,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1cc(C(=O)NC2CC2)ccn1,active,479.5840000000003,4.917300000000004,2,5,6.431798275933005
336,336,CHEMBL3666504,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1ccc(C(=O)NC2CC2)cn1,active,479.5840000000003,4.917300000000004,2,5,6.568636235841013
337,337,CHEMBL3666505,CCNC(=O)c1ccnc(Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)c1,intermediate,467.57300000000026,4.774800000000004,2,5,5.966576244513051
338,338,CHEMBL3666506,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1Nc1cc(C(=O)N2CCN(C)CC2)ccn1,intermediate,522.6530000000004,4.412700000000004,1,6,5.4179366370882915
339,339,CHEMBL3666507,CCc1nnc(Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,intermediate,414.51300000000015,4.3106000000000035,2,5,5.488116639021126
340,340,CHEMBL3666508,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NCC(C)C,active,436.53100000000023,4.745200000000004,2,3,7.6020599913279625
341,341,CHEMBL3666509,COCCNC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cnn1,inactive,408.4620000000001,2.13598,2,6,4.301029995663981
342,342,CHEMBL3666510,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,active,480.57200000000034,4.138900000000003,1,6,6.167491087293763
343,343,CHEMBL3666511,CC(C)CNC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cnn1,inactive,406.4900000000001,3.1455800000000016,2,5,4.301029995663981
344,344,CHEMBL3666512,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC(C)C,intermediate,405.5020000000002,3.8114000000000017,2,4,5.5376020021010435
345,345,CHEMBL3666513,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCC1,intermediate,417.51300000000026,3.9555000000000025,2,4,5.27083521030723
346,346,CHEMBL3666514,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCCC1,intermediate,431.5400000000003,4.345600000000003,2,4,5.560667306169737
347,347,CHEMBL3666515,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCOCC1,intermediate,447.5390000000003,3.5820000000000016,2,5,5.056505484093897
348,348,CHEMBL3666516,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,active,497.57400000000035,4.825100000000004,1,5,7.6020599913279625
349,349,CHEMBL3666517,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCOC1,intermediate,433.5120000000003,3.1919000000000013,2,5,5.787812395596042
